confirmed_root_label	raw_ids	final_root_id	exact_evidence	cause_statement	business_rule	owner	derived_ids	disposition	reviewer_note
CONFIRMED_ROOT_SECURITY_DEFECT_SERVICE_CATALOG_PROVIDER_CREATE_FIELD_ALLOWLIST	F-706	R-12A	src/modules/service-catalog/service-catalog.module.ts:77–90	Service catalog commands lack a single typed allowlisted owner/version/approval/schedule/publication lifecycle with immutable-field and projection controls.	Catalog entries use typed entity/owner/field rules, explicit capability/approval/reason/version/idempotency, bounded schedule semantics, immutable patch/delete protections and least-data admin/public projections; publication follows a durable reconciled lifecycle.	Service Catalog + Provider Governance	F-612,F-715,F-717,F-937,F-949,F-2834	FINAL_MAPPED	Manual mapping; provider/facility authorization F-709 and slot/timezone F-713 remain in R-02/R-03 dependencies.
CONFIRMED_ROOT_SECURITY_DEFECT_SERVICE_CATALOG_RUNTIME_TYPE_ENTITY_ENUM_VALIDATION	F-716	R-12A	src/modules/service-catalog/service-catalog.module.ts:185–202	Service catalog commands lack a single typed allowlisted owner/version/approval/schedule/publication lifecycle with immutable-field and projection controls.	Catalog entries use typed entity/owner/field rules, explicit capability/approval/reason/version/idempotency, bounded schedule semantics, immutable patch/delete protections and least-data admin/public projections; publication follows a durable reconciled lifecycle.	Service Catalog + Provider Governance	F-612,F-715,F-717,F-937,F-949,F-2834	FINAL_MAPPED	Manual mapping; provider/facility authorization F-709 and slot/timezone F-713 remain in R-02/R-03 dependencies.
CONFIRMED_ROOT_SECURITY_DEFECT_SLOT_LOCK_PROVIDER_KIND_INTERVAL_CAPACITY_DTO_VALIDATION	F-672	R-03A	src/modules/slot-locks/slot-locks.module.ts:14–18	Slot creation, lock, reschedule and release lack a unified provider/facility-timezone-aware atomic capacity reservation lifecycle with truthful expiry/reconciliation.	A service slot is server-owned and must validate provider/facility/kind/interval/timezone/capacity; reserve, confirm, release, expire and reschedule via versioned idempotent transitions, then bind payment/insurance confirmation only after the applicable rule.	Booking Platform + Care/Home-care/Service Catalog	F-545,F-678,F-714,F-1490	FINAL_MAPPED	Manual mapping; payment and insurance confirmation remain dependencies, not a client slot field.
CONFIRMED_ROOT_SECURITY_DEFECT_SOCIAL_LOGIN_TOKEN_UNVERIFIED	F-184	R-22A	src/modules/auth/auth.service.ts:912–1028	User/device authentication and push-device binding lack verified token/credential ownership, challenge nonce/counter lifecycle, platform/attestation allowlist, expiry/revocation/transfer audit and fail-closed sensitive endpoint enforcement.	Device and social/passkey trust use verified issuer/audience/nonce/counter and owner binding, platform attestation allowlists, short-lived revocable credentials, transfer/rotation audit and fail-closed enforcement on sensitive endpoints; no client-supplied device identity becomes trust.	Identity Security + Device Trust	F-3749,F-3757	FINAL_MAPPED	Manual mapping; Redis outage behavior remains R-16A runtime-gated dependency and push delivery belongs to R-09B.
CONFIRMED_ROOT_SECURITY_DEFECT_SSE_CONNECTION_RESOURCE_BUDGET	F-1132	R-18A	src/modules/realtime/realtime.sse.ts:16–36	SSE endpoints expose unbounded JWT/public connections and heartbeat streams without per-principal connection/subscription/lifetime/backpressure resource limits.	Realtime/SSE subscriptions require a server-issued expiring scoped capability tied to a verified subject/booking/tenant relationship; public status, if permitted, is a separate opaque capability and minimum event DTO. Connections, heartbeats, subscriptions and buffers have per-principal budgets, bounded lifetime/backpressure and explicit degraded/replay/acknowledgement semantics. A stream is never authorization or delivery proof.	Realtime Platform + Security/Privacy	NONE_FOUND_AFTER_TARGETED_SEARCH	FINAL_MAPPED	Manual mapping from frozen backend archive. F-1133 disconnect teardown and F-1137 global metrics/policy integration remain runtime verification gates. No realtime connection, event, booking, tenant data or runtime service was accessed.
CONFIRMED_ROOT_SECURITY_DEFECT_STORAGE_CLOUDINARY_CUSTOM_KEY_OWNER_AUTHORITY	F-470	R-22C	src/modules/storage/storage.module.ts:184–216,302–313,346–358	Storage and administrative deletion trust raw keys/content without a safe asset linkage, content magic/decoded-size/scan/quarantine, owner-scoped cloud key or durable tombstone/upload lifecycle.	Storage operations reference authorized typed asset records, validate magic and decoded size, scan/quarantine before use, use owner-scoped private object keys, and retain durable upload/delete tombstone/quota/audit/reconciliation lifecycle.	Storage/Media Security + Privacy	NONE_FOUND_AFTER_TARGETED_SEARCH	FINAL_MAPPED	Manual mapping; domain media-purpose/retention and attachment lifecycle are R-07B dependencies.
CONFIRMED_ROOT_SECURITY_DEFECT_STORAGE_CONTENT_MAGIC_SCAN_QUARANTINE	F-468	R-22C	src/modules/storage/storage.module.ts:109–110,184–190,288–313,381–394	Storage and administrative deletion trust raw keys/content without a safe asset linkage, content magic/decoded-size/scan/quarantine, owner-scoped cloud key or durable tombstone/upload lifecycle.	Storage operations reference authorized typed asset records, validate magic and decoded size, scan/quarantine before use, use owner-scoped private object keys, and retain durable upload/delete tombstone/quota/audit/reconciliation lifecycle.	Storage/Media Security + Privacy	NONE_FOUND_AFTER_TARGETED_SEARCH	FINAL_MAPPED	Manual mapping; domain media-purpose/retention and attachment lifecycle are R-07B dependencies.
CONFIRMED_ROOT_SECURITY_DEFECT_SWAGGER_PRODUCTION_NONPRODUCTION_ACCESS_GUARD	F-1298	R-22D	src/main.ts:110–119	Security configuration and API/documentation surfaces lack controlled secret/config validation, trusted origin/CORS/CSP/body-limit policy, safe OpenAPI session contract/route parity and build-context secret exclusion.	Configuration is typed and fail-closed across environments; secrets are managed/rotated/audited, origins/CORS/CSP/body limits are allowlisted, API docs expose only safe contracts behind environment access control, and build context excludes secrets by policy.	Security Engineering + Platform	F-2442	FINAL_MAPPED	Manual mapping; release deployment execution and external secret presence are separate R-15/runtime verification matters.
CONFIRMED_ROOT_SECURITY_DEFECT_SYSTEM_CONFIGURATION_GOVERNANCE	F-995	R-22D	src/modules/compat/admin-spa.module.ts:1160–1213	System configuration governance lacks restricted/validated secret-safe configuration contract.	System configuration is typed, field-entitled, versioned/audited and never exposes raw secret or unsafe administrative configuration.	Security Configuration + Admin Governance	NONE_FOUND_AFTER_TARGETED_SEARCH	FINAL_MAPPED	Manual reassignment to security configuration root.
CONFIRMED_ROOT_SECURITY_DEFECT_TRACKING_ID_PREFIX_UNICODE_DELIMITER_CONTROL_LENGTH_VALIDATION	F-2515	R-22E	src/common/tracking.ts:8,14	Tracking identifier accepts control/unicode/delimiter/length ambiguity.	Tracking identifiers use canonical bounded allowlisted character and delimiter rules before storage, lookup or presentation.	Platform Security	NONE_FOUND_AFTER_TARGETED_SEARCH	FINAL_MAPPED	Manual mapping; domain delivery semantics remain R-11A.
CONFIRMED_ROOT_SECURITY_DEFECT_WEBSOCKET_ALLOWED_ORIGIN_NORMALIZATION_VALIDATION	F-2418	R-18A	src/config/websocket-cors.ts:5–10	Realtime/websocket transports expose query credentials or uncontrolled origin/room/payload behavior and lack authenticated bounded event authorization, audience projection, offline acknowledgement/replay and transport-abuse controls.	Realtime connections use secure handshake credential handling, normalized origin allowlist, expiry/revocation, bounded typed payloads and per-event authorization; delivery is audience-minimized, acknowledged/replayable with explicit degraded state and legacy global/client-controlled rooms are removed or hardened.	Realtime Platform + Security/Privacy	F-298,F-299,F-356,F-357,F-358,F-1130,F-1131,F-1134,F-2419,F-2421,F-2428,F-2429	FINAL_MAPPED	Manual mapping; domain SSE booking privacy remains R-03D and event-platform durability is R-09A.
CONFIRMED_ROOT_SECURITY_DEFECT_WEBSOCKET_PAYLOAD_SCHEMA_RATE_BACKPRESSURE	F-297	R-18A	src/modules/realtime/realtime.gateway.ts:128–139,212–301,320–377	Realtime/websocket transports expose query credentials or uncontrolled origin/room/payload behavior and lack authenticated bounded event authorization, audience projection, offline acknowledgement/replay and transport-abuse controls.	Realtime connections use secure handshake credential handling, normalized origin allowlist, expiry/revocation, bounded typed payloads and per-event authorization; delivery is audience-minimized, acknowledged/replayable with explicit degraded state and legacy global/client-controlled rooms are removed or hardened.	Realtime Platform + Security/Privacy	F-298,F-299,F-356,F-357,F-358,F-1130,F-1131,F-1134,F-2419,F-2421,F-2428,F-2429	FINAL_MAPPED	Manual mapping; domain SSE booking privacy remains R-03D and event-platform durability is R-09A.
CONFIRMED_ROOT_SECURITY_DEFECT_WEBSOCKET_QUERY_JWT_EXPOSURE	F-292	R-18A	src/modules/realtime/realtime.gateway.ts:41–46	Realtime/websocket transports expose query credentials or uncontrolled origin/room/payload behavior and lack authenticated bounded event authorization, audience projection, offline acknowledgement/replay and transport-abuse controls.	Realtime connections use secure handshake credential handling, normalized origin allowlist, expiry/revocation, bounded typed payloads and per-event authorization; delivery is audience-minimized, acknowledged/replayable with explicit degraded state and legacy global/client-controlled rooms are removed or hardened.	Realtime Platform + Security/Privacy	F-298,F-299,F-356,F-357,F-358,F-1130,F-1131,F-1134,F-2419,F-2421,F-2428,F-2429	FINAL_MAPPED	Manual mapping; domain SSE booking privacy remains R-03D and event-platform durability is R-09A.
CONFIRMED_ROOT_SECURITY_DEFECT_WORKFLOW_ERROR_REDACTION	F-766	R-16C	src/modules/workflow-engine/workflow-engine.module.ts:259–274	Workflow engine error path exposes unsafe details.	Workflow failures expose typed redacted outcomes with internal correlation/audit and no sensitive aggregate/event data leakage.	Workflow Platform + Security	NONE_FOUND_AFTER_TARGETED_SEARCH	FINAL_MAPPED	Manual mapping to workflow engine durability/safety root.
CONFIRMED_ROOT_SECURITY_RELIABILITY_DEFECT_REDIS_PROCESS_LOCAL_FALLBACK_FOR_DISTRIBUTED_PRIMITIVES	F-436	R-16A	src/modules/redis/redis.service.ts:15–23,105–159,308–313	Redis degrades to per-process non-atomic/fake-ready primitives, has ambiguous connection health, lossy pubsub, unsafe rate-limit failover, unbounded key scanning and untyped corruption semantics.	Distributed locks, idempotency, sessions, rate limits and events fail closed or enter explicit degraded mode; Redis health is per dependency with deadlines, storage access is bounded/typed, and events use durable outbox/replay rather than silent pubsub loss.	Platform Reliability + Security	F-196,F-286,F-2568	FINAL_MAPPED	Manual mapping; runtime Redis MISCONF/connectivity behavior remains an unclosed external verification blocker.
CONFIRMED_ROOT_SECURITY_STATE_DEFECT_CONSISTENCY_DESTRUCTIVE_FIX_QUERY_FLAG_NO_APPROVAL_BOUNDS_IDEMPOTENCY	F-704	R-21G	src/modules/consistency/consistency.module.ts:160–168	Destructive consistency fix is controlled by an unbounded query flag without approval/idempotency.	Destructive repair requires approved scoped case/ticket, dry-run/impact evidence, bounded target, idempotent command, dual control, immutable audit and reconciliation.	Admin Authority + Reliability	NONE_FOUND_AFTER_TARGETED_SEARCH	FINAL_MAPPED	Manual reassignment to privileged override/repair root; no repair action was executed.
